u_cost_rel,u_consent_rel,u_content_rel,s_cost_rel,s_consent_rel,s_content_rel,score_default,score_binary_2c,score_binary_3c,score_562_2c,score_562_3c,score_532_2c,score_532_3c,score_524_2c,score_524_3c,score_564_2c,score_564_3c,consent_562_2c,consent_532_2c,consent_562_3c,consent_532_3c,cost_562,cost532,
0.1,0.1,0.8,0,0.7,0.3,600,9000,8800,9000,8800,9000,8800,9000,8800,9000,8800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0,0.8,0.2,400,9000,8800,9000,8800,9000,8800,9000,8800,9000,8800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0,0.9,0.1,200,9000,8800,9000,8800,9000,8800,9000,8800,9000,8800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.1,0.8,1600,8100,8448,8100,8464,8100,8464,8100,8448,8100,8464,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds externalContent identification,personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.2,0.7,1400,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.3,0.6,1200,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.4,0.5,1000,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.5,0.4,800,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.6,0.3,600,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.7,0.2,400,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.1,0.8,0.1,200,8100,8448,8100,8448,8100,8448,8100,8448,8100,8448,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.1,0.8,0.2,0.1,0.7,1400,7200,8170,7200,8190,7200,8190,7200,8170,7200,8190,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds,personalizedAds,6,6,
0.1,0.1,0.8,0.2,0.2,0.6,1200,7200,8160,7200,8160,7200,8160,7200,8160,7200,8160,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.1,0.8,0.2,0.3,0.5,1000,7200,8160,7200,8160,7200,8160,7200,8160,7200,8160,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.1,0.8,0.2,0.4,0.4,800,7200,8160,7200,8160,7200,8160,7200,8160,7200,8160,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.1,0.8,0.2,0.5,0.3,600,7200,8160,7200,8160,7200,8160,7200,8160,7200,8160,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.1,0.8,0.2,0.6,0.2,400,7200,8160,7200,8160,7200,8160,7200,8160,7200,8160,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.1,0.8,0.3,0.1,0.6,1200,6300,8100,6300,8100,6300,8100,6300,8100,6300,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.1,0.8,0.3,0.2,0.5,1000,6300,8000,6300,8000,6300,8000,6300,8000,6300,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.3,0.3,0.4,800,6300,8000,6300,8000,6300,8000,6300,8000,6300,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.3,0.4,0.3,600,6300,8000,6300,8000,6300,8000,6300,8000,6300,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.3,0.5,0.2,400,6300,8000,6300,8000,6300,8000,6300,8000,6300,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.4,0.1,0.5,1000,5400,8100,5400,8100,5400,8100,5400,8100,5400,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.1,0.8,0.4,0.2,0.4,800,5400,8000,5400,8000,5400,8000,5400,8000,5400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.4,0.3,0.3,600,5400,8000,5400,8000,5400,8000,5400,8000,5400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.4,0.4,0.2,400,5400,8000,5400,8000,5400,8000,5400,8000,5400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.4,0.5,0.1,200,5400,8000,5400,8000,5400,8000,5400,8000,5400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.5,0.1,0.4,800,4500,8100,4500,8100,4500,8100,4500,8100,4500,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.1,0.8,0.5,0.2,0.3,600,4500,8000,4500,8000,4500,8000,4500,8000,4500,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.5,0.3,0.2,400,4500,8000,4500,8000,4500,8000,4500,8000,4500,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.5,0.4,0.1,200,4500,8000,4500,8000,4500,8000,4500,8000,4500,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.6,0.1,0.3,600,3600,8100,3600,8100,3600,8100,3600,8100,3600,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.1,0.8,0.6,0.2,0.2,400,3600,8000,3600,8000,3600,8000,3600,8000,3600,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.1,0.8,0.7,0.1,0.2,400,2700,8100,2700,8100,2700,8100,2700,8100,2700,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.1,0.8,0.8,0.1,0.1,200,1800,8100,1800,8100,1800,8100,1800,8100,1800,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.2,0.7,0,0.1,0.9,2081,9000,8730,9000,8736,9000,8736,9000,8730,9000,8736,,,identification,externalContent,1,1,
0.1,0.2,0.7,0,0.2,0.8,1850,8000,7760,8100,7920,8100,7920,8000,7760,8100,7920,personalizedAds identification,personalizedAds,personalizedAds,personalizedAds,1,1,
0.1,0.2,0.7,0,0.3,0.7,1619,8000,7700,8000,7760,8000,7760,8000,7700,8000,7760,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,1,1,
0.1,0.2,0.7,0,0.4,0.6,1388,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0,0.5,0.5,1156,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0,0.6,0.4,925,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0,0.7,0.3,694,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0,0.8,0.2,463,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0,0.9,0.1,231,8000,7700,8000,7700,8000,7700,8000,7700,8000,7700,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.1,0.1,0.8,1850,8000,8360,8000,8360,8000,8360,8000,8360,8000,8360,,,,,6,6,
0.1,0.2,0.7,0.1,0.2,0.7,1619,7200,7410,7224,7568,7216,7568,7200,7410,7224,7568,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,personalizedAds identification,personalizedAds,1,1,
0.1,0.2,0.7,0.1,0.3,0.6,1388,7200,7392,7200,7440,7200,7440,7200,7392,7200,7440,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,1,1,
0.1,0.2,0.7,0.1,0.4,0.5,1156,7200,7392,7200,7392,7200,7392,7200,7392,7200,7392,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.1,0.5,0.4,925,7200,7392,7200,7392,7200,7392,7200,7392,7200,7392,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.1,0.6,0.3,694,7200,7392,7200,7392,7200,7392,7200,7392,7200,7392,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.1,0.7,0.2,463,7200,7392,7200,7392,7200,7392,7200,7392,7200,7392,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.1,0.8,0.1,231,7200,7392,7200,7392,7200,7392,7200,7392,7200,7392,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.2,0.7,0.2,0.1,0.7,1619,7000,8170,7000,8170,7000,8170,7000,8170,7000,8170,,,,,6,6,
0.1,0.2,0.7,0.2,0.2,0.6,1388,6400,7220,6400,7310,6400,7310,6400,7220,6400,7310,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,6,6,
0.1,0.2,0.7,0.2,0.3,0.5,1156,6400,7200,6400,7200,6400,7200,6400,7200,6400,7200,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.2,0.4,0.4,925,6400,7200,6400,7200,6400,7200,6400,7200,6400,7200,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.2,0.5,0.3,694,6400,7200,6400,7200,6400,7200,6400,7200,6400,7200,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.2,0.6,0.2,463,6400,7200,6400,7200,6400,7200,6400,7200,6400,7200,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.3,0.1,0.6,1388,6000,8100,6000,8100,6000,8100,6000,8100,6000,8100,,,,,20,20,
0.1,0.2,0.7,0.3,0.2,0.5,1156,5600,7200,5600,7224,5600,7216,5600,7200,5600,7224,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,externalContent identification,externalContent,20,20,
0.1,0.2,0.7,0.3,0.3,0.4,925,5600,7050,5600,7050,5600,7050,5600,7050,5600,7050,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.3,0.4,0.3,694,5600,7050,5600,7050,5600,7050,5600,7050,5600,7050,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.3,0.5,0.2,463,5600,7050,5600,7050,5600,7050,5600,7050,5600,7050,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.2,0.7,0.4,0.1,0.5,1156,5000,8100,5000,8100,5000,8100,5000,8100,5000,8100,,,,,20,20,
0.1,0.2,0.7,0.4,0.2,0.4,925,4800,7200,4800,7224,4800,7216,4800,7200,4800,7224,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,externalContent identification,externalContent,20,20,
0.1,0.2,0.7,0.4,0.3,0.3,694,4800,7000,4800,7000,4800,7000,4800,7000,4800,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.2,0.7,0.4,0.4,0.2,463,4800,7000,4800,7000,4800,7000,4800,7000,4800,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.2,0.7,0.4,0.5,0.1,231,4800,7000,4800,7000,4800,7000,4800,7000,4800,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.2,0.7,0.5,0.1,0.4,925,4000,8100,4050,8100,4050,8100,4000,8100,4050,8100,personalizedAds identification,personalizedAds,,,20,20,
0.1,0.2,0.7,0.5,0.2,0.3,694,4000,7200,4000,7224,4000,7216,4000,7200,4000,7224,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,externalContent identification,externalContent,20,20,
0.1,0.2,0.7,0.5,0.3,0.2,463,4000,7000,4000,7000,4000,7000,4000,7000,4000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.2,0.7,0.5,0.4,0.1,231,4000,7000,4000,7000,4000,7000,4000,7000,4000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.2,0.7,0.6,0.1,0.3,694,3200,8100,3200,8100,3200,8100,3200,8100,3200,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.2,0.7,0.6,0.2,0.2,463,3200,7200,3200,7224,3200,7216,3200,7200,3200,7224,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,externalContent identification,externalContent,20,20,
0.1,0.2,0.7,0.7,0.1,0.2,463,2400,8100,2400,8100,2400,8100,2400,8100,2400,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.2,0.7,0.8,0.1,0.1,231,1600,8100,1600,8100,1600,8100,1600,8100,1600,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0.1,0.3,0.6,0,0.1,0.9,2362,9000,8730,9000,8730,9000,8730,9000,8730,9000,8730,,,,,1,1,
0.1,0.3,0.6,0,0.2,0.8,2100,8000,7760,8000,7790,8000,7790,8000,7760,8000,7790,,,identification,externalContent,1,1,
0.1,0.3,0.6,0,0.3,0.7,1837,7000,6800,7225,7055,7225,7055,7000,6800,7225,7055,personalizedAds identification,personalizedAds,personalizedAds identification,personalizedAds,1,1,
0.1,0.3,0.6,0,0.4,0.6,1575,7000,6800,7008,6816,7008,6816,7000,6800,7008,6816,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,1,1,
0.1,0.3,0.6,0,0.5,0.5,1312,7000,6800,7000,6800,7000,6800,7000,6800,7000,6800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0,0.6,0.4,1050,7000,6800,7000,6800,7000,6800,7000,6800,7000,6800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0,0.7,0.3,787,7000,6800,7000,6800,7000,6800,7000,6800,7000,6800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0,0.8,0.2,525,7000,6800,7000,6800,7000,6800,7000,6800,7000,6800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0,0.9,0.1,262,7000,6800,7000,6800,7000,6800,7000,6800,7000,6800,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.1,0.1,0.8,2100,8000,8360,8000,8360,8000,8360,8000,8360,8000,8360,,,,,6,6,
0.1,0.3,0.6,0.1,0.2,0.7,1837,7000,7410,7000,7410,7000,7410,7000,7410,7000,7410,,,identification,externalContent,1,1,
0.1,0.3,0.6,0.1,0.3,0.6,1575,6300,6528,6399,6723,6396,6723,6300,6528,6399,6723,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,personalizedAds identification,personalizedAds,1,1,
0.1,0.3,0.6,0.1,0.4,0.5,1312,6300,6528,6300,6532,6300,6532,6300,6528,6300,6532,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,1,1,
0.1,0.3,0.6,0.1,0.5,0.4,1050,6300,6528,6300,6528,6300,6528,6300,6528,6300,6528,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.1,0.6,0.3,787,6300,6528,6300,6528,6300,6528,6300,6528,6300,6528,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.1,0.7,0.2,525,6300,6528,6300,6528,6300,6528,6300,6528,6300,6528,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.1,0.8,0.1,262,6300,6528,6300,6528,6300,6528,6300,6528,6300,6528,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.2,0.1,0.7,1837,7000,8170,7000,8170,7000,8170,7000,8170,7000,8170,,,,,6,6,
0.1,0.3,0.6,0.2,0.2,0.6,1575,6000,7220,6016,7220,6014,7220,6000,7220,6016,7220,externalContent identification,externalContent,,,6,6,
0.1,0.3,0.6,0.2,0.3,0.5,1312,5600,6300,5624,6480,5621,6480,5600,6300,5624,6480,marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds,personalizedAds identification,personalizedAds,6,6,
0.1,0.3,0.6,0.2,0.4,0.4,1050,5600,6256,5600,6256,5600,6256,5600,6256,5600,6256,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.2,0.5,0.3,787,5600,6256,5600,6256,5600,6256,5600,6256,5600,6256,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.2,0.6,0.2,525,5600,6256,5600,6256,5600,6256,5600,6256,5600,6256,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0.1,0.3,0.6,0.3,0.1,0.6,1575,6000,8100,6000,8100,6000,8100,6000,8100,6000,8100,,,,,20,20,
0.1,0.3,0.6,0.3,0.2,0.5,1312,5000,7200,5104,7200,5104,7200,5000,7200,5104,7200,personalizedAds,analytics,,,20,20,
0.1,0.3,0.6,0.3,0.3,0.4,1050,4900,6300,4900,6399,4900,6396,4900,6300,4900,6399,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedContent externalContent identification,analytics,20,20,
0.1,0.3,0.6,0.3,0.4,0.3,787,4900,6110,4900,6120,4900,6120,4900,6110,4900,6120,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,6,6,
0.1,0.3,0.6,0.3,0.5,0.2,525,4900,6110,4900,6110,4900,6110,4900,6110,4900,6110,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,6,6,
0.1,0.3,0.6,0.4,0.1,0.5,1312,5000,8100,5000,8100,5000,8100,5000,8100,5000,8100,,,,,20,20,
0.1,0.3,0.6,0.4,0.2,0.4,1050,4200,7200,4266,7200,4264,7200,4200,7200,4266,7200,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,,,20,20,
0.1,0.3,0.6,0.4,0.3,0.3,787,4200,6300,4200,6399,4200,6396,4200,6300,4200,6399,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedContent externalContent identification,analytics,20,20,
0.1,0.3,0.6,0.4,0.4,0.2,525,4200,6000,4200,6072,4200,6048,4200,6000,4200,6072,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,20,20,
0.1,0.3,0.6,0.4,0.5,0.1,262,4200,6000,4200,6000,4200,6000,4200,6000,4200,6000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0.1,0.3,0.6,0.5,0.1,0.4,1050,4000,8100,4000,8100,4000,8100,4000,8100,4000,8100,,,,,20,20,
0.1,0.3,0.6,0.5,0.2,0.3,787,3500,7200,3504,7200,3504,7200,3500,7200,3504,7200,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,,,20,20,
0.1,0.3,0.6,0.5,0.3,0.2,525,3500,6300,3500,6399,3500,6396,3500,6300,3500,6399,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedContent externalContent identification,analytics,20,20,
0.1,0.3,0.6,0.5,0.4,0.1,262,3500,6000,3500,6072,3500,6048,3500,6000,3500,6072,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,20,20,
0.1,0.3,0.6,0.6,0.1,0.3,787,3000,8100,3008,8100,3007,8100,3000,8100,3008,8100,externalContent identification,externalContent,,,20,20,
